,Title,Artist,Lyrics
244,Roar,Katy Perry,"""I used to bite my tongue and hold my breath\nScared to rock the boat and make a mess\nSo I sat quietly, agreed politely\nI guess that I forgot I had a choice\nI let you push me past the breaking point\nI stood for nothing, so I fell for everything\n\nYou held me down, but I got up (Hey)\nAlready brushing off the dust\nYou hear my voice, your hear that sound\nLike thunder, gonna shake the ground\nYou held me down, but I got up (Hey)\nGet ready 'cause I've had enough\nI see it all, I see it now\nI got the eye of the tiger, a fighter\nDancing through the fire\n'Cause I am a champion, and you’re gonna hear me roar\nLouder, louder than a lion\n'Cause I am a champion, and you’re gonna hear me roar\n\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh\nYou’re gonna hear me roar\nNow I’m floating like a butterfly\nStinging like a bee, I earned my stripes\nI went from zero, to my own hero\n\nYou held me down, but I got up (Hey)\nAlready brushing off the dust\nYou hear my voice, you hear that sound\nLike thunder, gonna shake the ground\nYou held me down, but I got up (Got up)\nGet ready 'cause I've had enough\nI see it all, I see it now\n\nI got the eye of the tiger, a fighter\nDancing through the fire\n'Cause I am a champion, and you’re gonna hear me roar\nLouder, louder than a lion\n'Cause I am a champion, and you’re gonna hear me roar\n\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh\nYou’re gonna hear me roar\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh\n(You'll hear me roar)\nOh oh oh oh oh oh oh\nYou’re gonna hear me roar\nRoar, roar, roar, roar, roar\n\nI got the eye of the tiger, a fighter\nDancing through the fire\n'Cause I am a champion, and you’re gonna hear me roar\nOh, louder, louder than a lion\n'Cause I am a champion, and you’re gonna hear me roar\n\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh (Yeah)\nYou’re gonna hear me roar\nOh oh oh oh oh oh oh\nOh oh oh oh oh oh oh\n(You'll hear me roar)\nOh oh oh oh oh oh oh\nYou’re gonna hear me roar\n98EmbedShare URLCopyEmbedCopy"""
245,Firework,Katy Perry,"'Do you ever feel like a plastic bag\nDrifting through the wind, wanting to start again?\nDo you ever feel, feel so paper-thin\nLike a house of cards, one blow from caving in?\nDo you ever feel already buried deep?\nSix feet under screams, but no one seems to hear a thing\nDo you know that there\'s still a chance for you?\n\'Cause there\'s a spark in you\n\nYou just gotta ignite the light\nAnd let it shine\nJust own the night\nLike the Fourth of July\n\n\'Cause baby, you\'re a firework\nCome on show \'em what you\'re worth\nMake \'em go, ""Aah, aah, aah""\nAs you shoot across the sky\nBaby, you\'re a firework\nCome on, let your colors burst\nMake \'em go, ""Aah, aah, aah""\nYou\'re gonna leave them all in awe, awe, awe\nYou don\'t have to feel like a waste of space\nYou\'re original, cannot be replaced\nIf you only knew what the future holds\nAfter a hurricane comes a rainbow\nMaybe a reason why all the doors are closed\nSo you could open one that leads you to the perfect road\nLike a lightning bolt, your heart will glow\nAnd when it\'s time, you\'ll know\n\nYou just gotta ignite the light\nAnd let it shine\nJust own the night\nLike the Fourth of July\n\n\'Cause baby, you\'re a firework\nCome on, show \'em what you\'re worth\nMake \'em go, ""Aah, aah, aah""\nAs you shoot across the sky\nBaby, you\'re a firework\nCome on, let your colors burst\nMake \'em go, ""Aah, aah, aah""\nYou\'re gonna leave them all in awe, awe, awe\nBoom, boom, boom\nEven brighter than the moon, moon, moon\nIt\'s always been inside of you, you, you\nAnd now it\'s time to let it through\n\n\'Cause baby, you\'re a firework\nCome on, show \'em what you\'re worth\nMake \'em go, ""Aah, aah, aah""\nAs you shoot across the sky\nBaby, you\'re a firework\nCome on, let your colors burst\nMake \'em go, ""Aah, aah, aah""\nYou\'re gonna leave them all in awe, awe, awe\n\nBoom, boom, boom\nEven brighter than the moon, moon, moon\nBoom, boom, boom\nEven brighter than the moon, moon, moon83EmbedShare URLCopyEmbedCopy'"
246,Never Really Over,Katy Perry,"'I\'m losing my self-control\nYeah, you’re starting to trickle back in\nBut I don\'t wanna fall down the rabbit hole\nCross my heart, I won\'t do it again\n\nI tell myself, tell myself, tell myself, ""Draw the line""\nAnd I do, I do\nBut once in a while, I trip up, and I cross the line\nAnd I think of you\n\nTwo years, and just like that\nMy head still takes me back\nThought it was done, but I\nGuess it’s never really over\nOh, we were such a mess\nBut wasn\'t it the best?\nThought it was done, but I\nGuess it\'s never really over\n\nJust because it\'s over doesn\'t mean it\'s really over\nAnd if I think it over, maybe you\'ll be coming over again\nAnd I\'ll have to get over you all over again\nJust because it’s over doesn’t mean it\'s really over\nAnd if I think it over, maybe you’ll be coming over again\nAnd I\'ll have to get over you all over again\nI guess I could try hypnotherapy\nI gotta rewire this brain\n\'Cause I can\'t even go on the internet\nWithout even checking your name\n\nI tell myself, tell myself, tell myself, ""Draw the line""\nAnd I do, I do\nBut once in a while, I trip up, and I cross the line\nI think of you\n\nTwo years, and just like that\nMy head still takes me back\nThought it was done, but I\nGuess it’s never really over\nOh, we were such a mess\nBut wasn\'t it the best?\nThought it was done, but I\nGuess it\'s never really over\n\nJust because it\'s over doesn\'t mean it\'s really over\nAnd if I think it over, maybe you\'ll be coming over again\nAnd I\'ll have to get over you all over again\nJust because it\'s over doesn\'t mean it\'s really over\nAnd if I think it over, maybe you\'ll be coming over again\nAnd I\'ll have to get over you all over again\nThought we kissed goodbye\nThought we meant this time was the last\nBut I guess it\'s never really over\nThought we drew the line right through you and I\nCan\'t keep going back\nI guess it\'s never really over, yeah\n\nTwo years, and just like that\nMy head still takes me back\nThought it was done, but I\nGuess it\'s never really over\n\nJust because it\'s over doesn\'t mean it\'s really over\nAnd if I think it over, maybe you\'ll be coming over again\nAnd I\'ll have to get over you all over again\n(And I\'ll have to get over you all over again)\nJust because it\'s over doesn\'t mean it\'s really over\nAnd if I think it over, maybe you\'ll be coming over again\nAnd I\'ll have to get over you all over again\n(Over you all over again)\n\nThought we kissed goodbye\nThought we meant this time was the last\nBut I guess it\'s never really over\nThought we drew the line right through you and I\nCan\'t keep going back\nI guess it\'s never really over102EmbedShare URLCopyEmbedCopy'"
247,The One That Got Away,Katy Perry,"""Summer after high school, when we first met\nWe'd make out in your Mustang to Radiohead\nAnd on my eighteenth birthday, we got matching tattoos\nUsed to steal your parents' liquor and climb to the roof\nTalked about our future like we had a clue\nNever planned that one day I'd be losing you\n\nIn another life, I would be your girl\nWe'd keep all our promises, be us against the world\nIn another life, I would make you stay\nSo I don't have to say you were the one that got away\nThe one that got away\n\nI was June, and you were my Johnny Cash\nNever one without the other, we made a pact\nSometimes when I miss you, I put those records on, whoa\nSomeone said you had your tattoo removed\nSaw you downtown, singing the blues\nIt's time to face the music, I'm no longer your muse\n\nBut in another life, I would be your girl\nWe'd keep all our promises, be us against the world\nIn another life, I would make you stay\nSo I don't have to say you were the one that got away\nThe one that got away\nThe one\nThe one\nThe one\nThe one that got away\n\nAll this money can't buy me a time machine, no\nCan't replace you with a million rings, no\nI should've told you what you meant to me, whoa\n'Cause now I pay the price\n\nIn another life, I would be your girl\nWe'd keep all our promises, be us against the world\nIn another life, I would make you stay\nSo I don't have to say you were the one that got away\nThe one that got away\n\nThe one (The one)\nThe one (The one)\nThe one (The one)\nIn another life, I would make you stay\nSo I don't have to say you were the one that got away\nThe one that got away46EmbedShare URLCopyEmbedCopy"""
248,I Kissed a Girl,Katy Perry,"""This was never the way I planned\nNot my intention\nI got so brave, drink in hand\nLost my discretion\nIt's not what I'm used to\nJust wanna try you on\nI'm curious for you\nCaught my attention\n\nI kissed a girl and I liked it\nThe taste of her cherry chapstick\nI kissed a girl just to try it\nI hope my boyfriend don't mind it\nIt felt so wrong, it felt so right\nDon't mean I'm in love tonight\nI kissed a girl and I liked it\nI liked it\n\nNo, I don't even know your name\nIt doesn't matter\nYou're my experimental game\nJust human nature\nIt's not what good girls do\nNot how they should behave\nMy head gets so confused\nHard to obey\nI kissed a girl and I liked it\nThe taste of her cherry chapstick\nI kissed a girl just to try it\nI hope my boyfriend don't mind it\nIt felt so wrong, it felt so right\nDon't mean I'm in love tonight\nI kissed a girl and I liked it\nI liked it\n\nUs girls, we are so magical\nSoft skin, red lips, so kissable\nHard to resist, so touchable\nToo good to deny it\nAin't no big deal, it's innocent\n\nI kissed a girl and I liked it\nThe taste of her cherry chapstick\nI kissed a girl just to try it\nI hope my boyfriend don't mind it\nIt felt so wrong, it felt so right\nDon't mean I'm in love tonight\nI kissed a girl and I liked it\nI liked it40EmbedShare URLCopyEmbedCopy"""
249,Rise,Katy Perry,"""I won't just survive\nOh, you will see me thrive\nCan write my story\nI'm beyond the archetype\nI won't just conform\nNo matter how you shake my core\n’Cause my roots, they run deep, oh\n\n(Oh, ye of so little faith)\nDon't doubt it, don't doubt it\n(Victory is in my veins)\nI know it, I know it\n(And I will not negotiate)\nI'll fight it, I'll fight it\nI will transform\n\nWhen, when the fire's at my feet again\nAnd the vultures all start circling\nThey're whispering, ”You're out of time.”\nBut still, I rise\nThis is no mistake, no accident\nWhen you think the final nail is in; think again\nDon't be surprised, I will still rise\nI must stay conscious\nThrough the madness and chaos\nSo I call on my angels\nThey say...\n\n(Oh, ye of so little faith)\nDon't doubt it, don't doubt it\n(Victory is in your veins)\nYou know it, you know it\nAnd you will not negotiate\nJust fight it, just fight it\nAnd be transformed\n\n’Cause when, when the fire's at my feet again\nAnd the vultures all start circling\nThey're whispering, “You're out of time.”\nBut still, I rise\nThis is no mistake, no accident\nWhen you think the final nail is in; think again\nDon't be surprised, I will still rise\n\n(Don't doubt it, don't doubt it)\nOh, oh, oh, oh\n(You know it, you know it)\nStill rise\n(Just fight it, just fight it)\nDon't be surprised, I will still rise38EmbedShare URLCopyEmbedCopy"""
250,California Gurls,Katy Perry,"""Greetings, loved ones\nLet's take a journey\n\nI know a place where the grass is really greener\nWarm, wet and wild\nThere must be something in the water\nSipping gin and juice\nLaying underneath the palm trees (Undone)\nThe boys break their necks\nTryna creep a little sneak peek (At us)\n\nYou could travel the world\nBut nothing comes close to the golden coast\nOnce you party with us\nYou'll be falling in love\nOh-oh-oh-oh-oh-oh-oh\n\nCalifornia girls, we're unforgettable\nDaisy Dukes, bikinis on top\nSun-kissed skin so hot, we'll melt your popsicle\nOh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh\nCalifornia girls, we're undeniable\nFine, fresh, fierce, we got it on lock\nWest Coast represent, now put your hands up\nOh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh\nSex (Sex) on the beach\nWe don't mind sand in our stilettos\nWe freak in my Jeep \u200b*horn honks*\u200b\nSnoop Doggy Dogg on the stereo, oh-oh\n\nYou could travel the world (You could travel the world)\nBut nothing comes close to the golden coast\nOnce you party with us (Once you party with us)\nYou'll be falling in love\nOh-oh-oh-oh-oh-oh-oh\n\nCalifornia girls, we're unforgettable (California)\nDaisy Dukes, bikinis on top\nSun-kissed skin so hot, we'll melt your popsicle\nOh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh\nCalifornia girls (California), we're undeniable\nFine, fresh, fierce, we got it on lock\nWest Coast represent (West Coast), now put your hands up\nOh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh\n\nToned, tan, fit and ready\nTurn it up cause it's getting heavy\nWild, wild, West Coast\nThese are the girls I love the most\nI mean the ones, I mean like she's the one\nKiss her, touch her, squeeze her buns (Uh!)\nThe girl's a freak\nShe drive a Jeep and live on the beach\nI'm okay, I won't play\nI love the Bay just like I love L.A\nVenice Beach and Palm Springs\nSummertime is everything\nHomeboys banging out\nAll that ass hanging out\nBikinis, zucchinis, martinis, no weenies\nJust the king and a queenie\nKaty, my lady (Yeah?)\nLookie here, baby (Uh-huh)\nI'm all up on ya\n'Cause you representin' California (Oh-oh, yeah)\nCalifornia girls, we're unforgettable\nDaisy Dukes, bikinis on top\nSun-kissed skin so hot, we'll melt your popsicle\nOh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh (Come on, come on)\nCalifornia girls, we're undeniable\nFine, fresh, fierce, we got it on lock\nWest Coast represent (West Coast, West Coast)\nNow put your hands up (Aye, aye)\nOh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh\n\n(California, California girls)\nCalifornia girls, man\n(California) Hahahaha\n(California Girls)\nI really wish you all could be California girls29EmbedShare URLCopyEmbedCopy"""
251,Smile,Katy Perry,"""Yeah, I'm thankful\nScratch that, baby, I'm grateful\nGotta say it's really been a while\nBut now I\u2005got\u2005back that smile\u2005(Smile)\nI'm so thankful\nScratch that, baby, I'm\u2005grateful\nNow you see me shine from a mile\nFinally got back that smile (Smile)\n\nEvery day, Groundhog Day\nGoin' through motions felt so fake\nNot myself, not my best\nFelt like I failed the test\n\nBut every tear has been a lesson\nRejection can be God's protection\nLong hard road to get that redemption\nBut no shortcuts to a blessin'\n\nYeah, I'm thankful\nScratch that, baby, I'm grateful\nGotta say it's really been a while\nBut now I got back that smile (Smile)\nI'm so thankful\nScratch that, baby, I'm grateful\nNow you see me shine from a mile\nFinally got back that smile (Smile)\nI'm 2.0, remodeled\nUsed to be dull, now I sparkle\nHad a piece of humble pie\nThat ego check saved my life\n\nNow I got a smile like Lionel Richie\nBig and bright, need shades just to see me\nTryna stay alive just like I'm the Bee Gees (Oh, woah)\nA Mona Lisa masterpiece (Now I'm)\n\nYeah, I'm thankful\nScratch that, baby, I'm grateful\nGotta say it's really been a while\nBut now I got back that smile (C'mon, smile, woo)\nI'm so thankful\nScratch that, baby, I'm grateful (So grateful)\nNow you see me shine from a mile\nFinally got back that smile (Smile, oh, oh)\n\nI'm so thankful\n'Cause I finally, 'cause I finally\nI'm so grateful\n'Cause I finally, 'cause I finally (Oh)\nYeah, I'm thankful\nScratch that, baby, I'm grateful\nGotta say it's really been a while\nBut now I got back that smile (Woo, smile)\nI'm so thankful\nScratch that, baby, I'm grateful\nNow you see me shine from a mile\nFinally got back that smile (Smile, oh, oh)\n\nI'm so thankful\n'Cause I finally, 'cause I finally\nSmile (Oh)\nI'm so grateful\n'Cause I finally, 'cause I finally\nSmile (Oh, oh)44EmbedShare URLCopyEmbedCopy"""
252,Teenage Dream,Katy Perry,"""You think I'm pretty without any makeup on\nYou think I'm funny when I tell the punch line wrong\nI know you get me, so I let my walls come down, down\nBefore you met me, I was alright\nBut things were kinda heavy, you brought me to life\nNow every February, you'll be my Valentine, Valentine\n\nLet's go all the way tonight\nNo regrets, just love\nWe can dance until we die\nYou and I, we'll be young forever\n\nYou make me feel like I'm livin' a teenage dream\nThe way you turn me on, I can't sleep\nLet's run away and don't ever look back\nDon't ever look back\nMy heart stops when you look at me\nJust one touch, now, baby, I believe\nThis is real, so take a chance and don't ever look back\nDon't ever look back\n\nWe drove to Cali and got drunk on the beach\nGot a motel and built a fort out of sheets\nI finally found you, my missing puzzle piece, I'm complete\nLet's go all the way tonight\nNo regrets, just love\nWe can dance until we die\nYou and I, we'll be young forever\n\nYou make me feel like I'm livin' a teenage dream\nThe way you turn me on, I can't sleep\nLet's run away and don't ever look back\nDon't ever look back\nMy heart stops when you look at me\nJust one touch, now, baby, I believe\nThis is real, so take a chance and don't ever look back\nDon't ever look back\n\nI'ma get your heart racing in my skin-tight jeans\nBe your teenage dream tonight\nLet you put your hands on me in my skin-tight jeans\nBe your teenage dream tonight\n(Tonight, tonight, tonight, tonight, tonight, tonight)\n\n(You) You make me (Make me)\nFeel like I'm livin' a teenage dream\nThe way you turn me on, I can't sleep\nLet's run away and don't ever look back\nDon't ever look back (No)\nMy heart stops when you look at me\nJust one touch, now, baby, I believe\nThis is real (Oh), so take a chance and don't ever look back\nDon't ever look back\nI'ma get your heart racing in my skin-tight jeans\nBe your teenage dream tonight\nLet you put your hands on me in my skin-tight jeans\nBe your teenage dream tonight\n(Tonight, tonight, tonight, tonight, tonight, tonight)32EmbedShare URLCopyEmbedCopy"""
253,Hot N Cold,Katy Perry,"""You change your mind like a girl changes clothes\nYeah, you PMS like a bitch, I would know\nAnd you overthink, always speak cryptically\nI should know that you're no good for me\n\n'Cause you're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\n\n(You) You don't really wanna stay, no\n(You) But you don't really wanna go, oh\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\n\nWe used to be just like twins, so in sync\nThe same energy now's a dead battery\nUsed to laugh (Used to laugh) 'bout nothing ('Bout nothing)\nNow you're plain (Now you're plain) boring (Boring)\nI should know (I should know)\nThat you're not gonna change\n'Cause you're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\n\n(You) You don't really wanna stay, no (Oh)\n(You) But you don't really wanna go, oh (Oh)\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\n\nSomeone call the doctor\nGot a case of a love bipolar\nStuck on a roller coaster\nCan't get off this ride\nYou change your mind like a girl changes clothes\n\n'Cause you're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\n\n(You) You don't really wanna stay, no (Oh)\n(You) But you don't really wanna go, oh (Oh)\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down29EmbedShare URLCopyEmbedCopy"""
254,Daisies,Katy Perry,"""Told them your dreams, and they all started laughing\nI guess you're out of your mind\u2005'til\u2005it actually happens\n\nI'm\u2005the small town\nOne in seven billion\nWhy\u2005can't it be me?\n\nThey told me I was out there,\u205ftried\u205fto\u205fknock me down\nTook\u205fthose sticks and\u205fstones, showed 'em I could build a house\nThey tell me that I'm crazy, but I'll never let 'em change me\n'Til they cover me in daisies, daisies, daisies\nThey said I'm going nowhere, tried to count me out\nTook those sticks and stones, showed 'em I could build a house\nThey tell me that I'm crazy, but I'll never let 'em change me\n'Til they cover me in daisies, daisies, daisies\n\nWhen did we all stop believing in magic?\nWhy did we put all our hopes in a box in the attic?\n\nI'm the long shot\nI'm the Hail Mary\nWhy can't it be me?\nThey told me I was out there, tried to knock me down (Knock me down)\nTook those sticks and stones, showed 'em I could build a house\nThey tell me that I'm crazy, but I'll never let 'em change me\n'Til they cover me in daisies, daisies, daisies\nThey said I'm going nowhere, tried to count me out\nTook those sticks and stones, showed 'em I could build a house\nThey tell me that I'm crazy, but I'll never let 'em change me\n'Til they cover me in daisies, daisies, daisies\n\nHey, hey\nOh, cover me in daisies\nHey, hey\n\nI'm the small town\nOne in seven billion\nWhy can't it be me?\n\nThey told me I was out there, tried to knock me down\nTook those sticks and stones, showed 'em I could build a house\nThey tell me that I'm crazy, but I'll never let 'em change me\n'Til they cover me in daisies, daisies, daisies\nThey said I'm going nowhere, tried to count me out (Count me out)\nTook those sticks and stones, showed 'em I could build a house\nThey tell me that I'm crazy, but I'll never let 'em change me\n'Til they cover me in daisies, daisies, daisies26EmbedShare URLCopyEmbedCopy"""
255,Last Friday Night (T.G.I.F.),Katy Perry,"""There's a stranger in my bed\nThere's a pounding in my head\nGlitter all over the room\nPink flamingos in the pool\nI smell like a minibar\nDJ's passed out in the yard\nBarbies on the barbeque\nThis a hickey or a bruise?\n\nPictures of last night ended up online\nI'm screwed, oh well\nIt's a blacked out blur, but I'm pretty sure it ruled\nDamn\n\nLast Friday night\nYeah, we danced on tabletops\nAnd we took too many shots\nThink we kissed, but I forgot\nLast Friday night\nYeah, we maxed our credit cards\nAnd got kicked out of the bar, so we hit the boulevard\nLast Friday night\nWe went streaking in the park\nSkinny dipping in the dark, then had a ménage à trois\nLast Friday night\nYeah, I think we broke the law\nAlways say we're gonna stop-op, oh-whoa\nBut this Friday night, do it all again\nBut this Friday night, do it all again\n\nTrying to connect the dots\nDon't know what to tell my boss\nThink the city towed my car\nChandelier is on the floor\nRipped my favorite party dress\nWarrant's out for my arrest\nThink I need a ginger ale\nThat was such an epic fail\n\nPictures of last night ended up online\nI'm screwed, oh well\nIt's a blacked out blur, but I'm pretty sure it ruled\nDamn\n\nLast Friday night\nYeah, we danced on tabletops\nAnd we took too many shots\nThink we kissed, but I forgot\nLast Friday night\nYeah, we maxed our credit cards\nAnd got kicked out of the bar, so we hit the boulevard\nLast Friday night\nWe went streaking in the park\nSkinny dipping in the dark, then had a ménage à trois\nLast Friday night\nYeah, I think we broke the law\nAlways say we're gonna stop-op, oh-whoa\nBut this Friday night, do it all again (Do it all again)\nThis Friday night, do it all again\n(Do it all again) This Friday night\n\nT.G.I.F., T.G.I.F., T.G.I.F\nT.G.I.F., T.G.I.F., T.G.I.F\n\n\nLast Friday night\nYeah, we danced on tabletops\nAnd we took too many shots\nThink we kissed, but I forgot\nLast Friday night\nYeah, we maxed our credit cards\nAnd got kicked out of the bar, so we hit the boulevard\nLast Friday night\nWe went streaking in the park\nSkinny dipping in the dark, then had a ménage à trois\nLast Friday night\nYeah, I think we broke the law\nAlways say we're gonna stop-op, oh-whoa\nBut this Friday night, do it all again\n29EmbedShare URLCopyEmbedCopy"""
256,Witness,Katy Perry,"""If I lost it all today, would you stay?\nCould my love be enough to stimulate?\nIf shit hit the fan, grenades got thrown\nWould you still show, oh?\nCould you go down with me to the mat?\nCould we get back up and eventually laugh?\nRoll eyes at highs, cheers in the lows, and stay in the flow, whoa\n\n'Cause I, I only got this life\nAnd I ain't got the time, no\nNot to get it right, oh\n\nWe're all just looking for connection\nYeah, we all want to be seen\nI'm looking for someone who speaks my language\nSomeone to ride this ride with me\nCan I get a witness? (Witness)\nWill you be my witness? (Witness)\nI'm just looking for a witness in all of this\nLooking for a witness to get me through this\n\nWhen you tell me everything, and there's no holes\nYou can scroll through anything, you've got the codes\nNothing to hide, it's all in their eyes\nAnd we just know, whoa\n'Cause I, I only got this life\nAnd I ain't got the time, no\nNot to get it right, oh\n\nWe're all just looking for connection\nYeah, we all want to be seen\nI'm looking for someone who speaks my language\nSomeone to ride this ride with me\nCan I get a witness? (Witness)\nWill you be my witness? (Witness)\nI'm just looking for a witness (yeah) in all of this (Oh)\nLooking for a witness to get me through this\n(Through this, through this, through this, through this)\n(Through this, through this, through this, through this)\n\nWill you be my witness?\nCould you be the one that speaks for me?\nWill you be my witness?\n\nWe're all just looking for connection (We're all just looking)\nYeah, we all want to be seen\nI'm looking for someone who speaks my language\nSomeone (To ride this ride) to ride this ride with me (With me)\nCan I get a witness? (Witness)\nWill you be my witness? (Witness)\n(Will you be my witness?)\nI'm just looking for a witness in all of this\nLooking for a witness to get me through this\nOh-oh-oh-oh (Ah)\nOh-oh-oh-oh, oh-oh-oh, ooh-ooh\nHey (Ah)\nOh-oh-oh\nHey39EmbedShare URLCopyEmbedCopy"""
257,Never Worn White,Katy Perry,"'You love the hell out of me\nAnd Heaven\'s where we could be\nI\'ve stood on the\u2005edge\u2005of love\nBut never\u2005took the leap\nAnd you took my\u2005armor off\nAnd did it delicately\nAnd I let my guard down\nTo show you what\'s underneath\n\nThank God that you were man enough to come\nAnswer my mama\'s prayers\nYou asked the question, I said, ""Yes""\nBut I\'m scared\n\n\'Cause I\'ve never worn white\nBut I wanna get it right\nYeah, I really wanna try with you\nNo, I\'ve never worn white\nBut I\'m standin\' here tonight\n\'Cause I really wanna say ""I do""\nI do\n\nSee us in sixty years with a full family tree (I do)\nGive my blood, sweat, and tears to reach our destiny (I do)\n\'Cause love is a minefield, let\'s take this war, baby (I do)\n\'Cause at the end of it all, I choose you and you choose me (I do)\nThank God I was woman enough to come\nAnswer your father\'s prayers\nYou asked the question\nI could tell you were scared\n\n\'Cause I\'ve never worn white\nBut I wanna get it right\nYeah, I really wanna try with you\nNo, I\'ve never worn white\nBut I\'m standin\' here tonight\n\'Cause I really wanna say ""I do""\n\nNow let\'s dance with each other (Dance with each other)\nMixing all of our colors\nIt\'s so easy to surrender\nWhen you finally find forever\n\nNo, I\'ve never worn white, no\nBut I really wanna try with you\nYeah, I\'ve never worn white\nBut I wanna get it right\n\'Cause I really wanna say ""I do""\n\'Cause I do\nOh, I do, yeah, yeah\nI do8EmbedShare URLCopyEmbedCopy'"
258,E.T.,Katy Perry,"""You're so hypnotizing\nCould you be the devil?\nCould you be an angel?\nYour touch, magnetizing\nFeels like I am floating\nLeaves my body glowing\nThey say be afraid\nYou're not like the others\nFuturistic lover\nDifferent DNA\nThey don't understand you\n\nYou're from a whole 'nother world\nA different dimension\nYou open my eyes\nAnd I'm ready to go, lead me into the light\n\nKiss me, ki-ki-kiss me\nInfect me with your lovin'\nFill me with your poison\nTake me, ta-ta-take me\nWanna be your victim\nReady for abduction\nBoy, you're an alien\nYour touch, so foreign\nIt's supernatural\nExtraterrestrial\nYou're so supersonic\nWanna feel your powers\nStun me with your lasers\nYour kiss is cosmic\nEvery move is magic\n\nYou're from a whole 'nother world\nA different dimension\nYou open my eyes\nAnd I'm ready to go, lead me into the light\n\nKiss me, ki-ki-kiss me\nInfect me with your lovin'\nFill me with your poison\nTake me, ta-ta-take me\nWanna be your victim\nReady for abduction\nBoy, you're an alien\nYour touch, so foreign\nIt's supernatural\nExtraterrestrial\n\nThis is transcendental\nOn another level\nBoy, you're my lucky star\nI wanna walk on your wavelength\nAnd be there when you vibrate\nFor you, I'll risk it all, all\nKiss me, ki-ki-kiss me\nInfect me with your lovin'\nFill me with your poison\nTake me, ta-ta-take me\nWanna be your victim\nReady for abduction\nBoy, you're an alien\nYour touch, so foreign\nIt's supernatural\nExtraterrestrial\n\nExtraterrestrial\nExtraterrestrial\nBoy, you're an alien\nYour touch, so foreign\nIt's supernatural\nExtraterrestrial28EmbedShare URLCopyEmbedCopy"""
259,Harleys In Hawaii,Katy Perry,"""Boy, tell me, can you take my breath away?\nCruisin' down a heart-shaped highway\nGot you swervin' lane-to-lane, don't hit the brakes\n'Cause I'm feelin' so safe\n\nI'll be your baby, on a Sunday\nOh, why don't we get out of town?\nCall me your baby, on the same wave\nOh, no, no, there's no slowin' down\n\nYou and I, I\nRidin' Harleys in Hawaii-i-i\nI'm on the back, I'm holdin' tight, I\nWant you to take me for a ride, ride\nWhen I hula-hula, hula\nSo good, you'll take me to the jeweler-jeweler, jeweler\nThere's pink and purple in the sky-y-y\nWe're ridin' Harleys in Hawaii-i-i (Ha)\n\nLet me run my fingers through your salty hair\nGo ahead, explore the island\nVibes so real that you can feel it in the air\nI'm revvin' up your engine\nI'll be your baby, on a Sunday\nOh, why don't we get out of town? (Why don't we get out of town?)\nCall me your baby, catch the same wave\nOh, no, no, there's no slowin' down (Let's go)\n\nYou and I, I\nRidin' Harleys in Hawaii-i-i\nI'm on the back, I'm holdin' tight, I\nWant you to take me for a ride, ride\nWhen I hula-hula, hula\nSo good, you'll take me to the jeweler-jeweler, jeweler (Jeweler)\nThere's pink and purple in the sky-y-y\nWe're ridin' Harleys in Hawaii-i-i\n\n(Ah-ooh)\nNo, no\n(Ooh)\n\nYou and I...\nYou and I, I\nRidin' Harleys in Hawaii-i-i\nI'm on the back, I'm holdin' tight, I\nWant you to take me for a ride, ride (Oh)\nWhen I hula-hula, hula\nSo good, you'll take me to the jeweler-jeweler, jeweler (Jeweler)\nThere's pink and purple in the sky-y-y\nWe're ridin' Harleys in Hawaii-i-i\nI'll be your baby, on a Sunday (Ah-ooh)\nOh woah\nWe're ridin' Harleys in Hawaii-i\nCall me your baby, catch the same wave (Ooh)\nOh woah\nWe're ridin' Harleys in Hawaii-i36EmbedShare URLCopyEmbedCopy"""
